Date,AAPL,MSFT,META,NVDA,GOOGL,JPM,AMZN,V,WMT,TSLA,JNJ,PG
2024-04-26,168.0928955078125,401.8418884277344,441.3391418457031,87.69515228271484,170.7721710205078,188.19764709472656,179.6199951171875,271.5574645996094,59.20479965209961,168.2899932861328,139.37086486816406,156.37184143066406
2024-04-29,172.26295471191406,397.81671142578125,430.716064453125,87.71713256835938,165.0118865966797,187.99339294433594,180.9600067138672,268.90643310546875,59.283531188964844,194.0500030517578,140.0193634033203,156.73057556152344
2024-04-30,169.1155548095703,385.03912353515625,428.2768859863281,86.36274719238281,161.66497802734375,186.49549865722656,175.0,265.7112121582031,58.40766525268555,183.27999877929688,137.89263916015625,158.22360229492188
2024-05-01,168.0928955078125,390.5872802734375,437.25714111328125,83.00326538085938,162.73757934570312,186.6122283935547,179.0,264.4351806640625,57.91560363769531,179.99000549316406,144.17738342285156,158.41749572753906
2024-05-02,171.7963104248047,393.4553527832031,439.7362365722656,85.77801513671875,165.47866821289062,186.41770935058594,184.72000122070312,264.7220458984375,58.76194763183594,180.00999450683594,142.97576904296875,158.84408569335938
2024-05-03,182.07249450683594,402.1781311035156,449.9709777832031,88.74866485595703,166.09442138671875,185.29913330078125,186.2100067138672,265.592529296875,58.87020492553711,181.19000244140625,142.3558807373047,159.44520568847656
2024-05-06,180.41441345214844,408.9823303222656,463.63055419921875,92.09813690185547,166.94854736328125,186.74838256835938,188.6999969482422,269.72747802734375,58.919403076171875,184.75999450683594,141.69784545898438,159.42578125
2024-05-07,181.09947204589844,404.82861328125,466.1792907714844,90.51286315917969,170.0769500732422,186.50521850585938,188.75999450683594,273.47650146484375,59.65749740600586,177.80999755859375,141.83135986328125,160.7055206298828
2024-05-08,181.4370880126953,406.0153503417969,470.5201416015625,90.37093353271484,168.21978759765625,190.29855346679688,188.0,274.1986389160156,59.34257507324219,174.72000122070312,142.05068969726562,160.03659057617188
2024-05-09,183.2540283203125,407.7757263183594,473.3277587890625,88.70668029785156,168.79579162597656,192.09796142578125,189.5,275.53411865234375,59.686241149902344,171.97000122070312,142.90902709960938,160.9770050048828
2024-05-10,181.99139404296875,410.1690979003906,474.1042785644531,89.8371810913086,167.49476623535156,193.33322143554688,187.47999572753906,277.7102966308594,59.72574234008789,168.47000122070312,142.96624755859375,161.76231384277344
2024-05-13,185.2026824951172,409.1603088378906,465.9503479003906,90.3579330444336,167.98141479492188,193.2943115234375,186.57000732421875,276.37493896484375,59.6566162109375,171.88999938964844,144.21554565429688,160.81219482421875
2024-05-14,186.3460235595703,411.968994140625,469.7734375,91.31450653076172,169.17320251464844,195.99826049804688,187.07000732421875,274.7427062988281,59.11347961425781,177.5500030517578,144.36814880371094,160.7055206298828
2024-05-15,188.62281799316406,419.171875,479.4207763671875,94.58702087402344,171.32833862304688,196.5818634033203,185.99000549316406,278.4621276855469,59.08385467529297,173.99000549316406,145.598388671875,161.4326629638672
2024-05-16,188.7421112060547,417.10113525390625,471.14739990234375,94.31613159179688,172.98687744140625,196.9320068359375,183.6300048828125,277.3323669433594,63.21172332763672,174.83999633789062,147.13380432128906,162.7415313720703
2024-05-17,188.7719268798828,416.328369140625,469.8331298828125,92.43698120117188,174.85400390625,199.1885528564453,184.6999969482422,277.5900573730469,63.8437385559082,177.4600067138672,147.47714233398438,162.52821350097656
2024-05-20,189.93516540527344,421.41094970703125,466.77667236328125,94.73694610595703,175.7081298828125,190.23048400878906,183.5399932861328,276.0440368652344,63.379600524902344,174.9499969482422,145.4293975830078,162.20828247070312
2024-05-21,191.2375946044922,425.07684326171875,462.5851745605469,95.34266662597656,176.6317596435547,194.06271362304688,183.14999389648438,273.4772644042969,64.3375015258789,186.60000610351562,145.40054321289062,163.21658325195312
2024-05-22,189.79598999023438,426.5431213378906,465.7213134765625,94.90686798095703,175.17181396484375,192.88580322265625,183.1300048828125,273.11053466796875,64.43626403808594,180.11000061035156,147.57327270507812,162.69302368164062
2024-05-23,185.7992401123047,423.0556640625,463.7301330566406,103.75184631347656,172.3612060546875,191.5338134765625,181.0500030517578,271.77264404296875,64.03136444091797,173.74000549316406,143.9199981689453,160.44378662109375
2024-05-24,188.8813018798828,426.18646240234375,476.1153869628906,106.42063903808594,173.79136657714844,195.22015380859375,180.75,272.0302734375,64.56462097167969,179.24000549316406,141.29542541503906,160.28866577148438
2024-05-28,188.8912353515625,426.3450012207031,477.80792236328125,113.84925079345703,175.19168090820312,194.04324340820312,182.14999389648438,268.5517883300781,64.22887420654297,176.75,138.80538940429688,158.1363525390625
2024-05-29,189.18951416015625,425.20562744140625,472.2723693847656,114.7728271484375,174.69509887695312,192.69125366210938,182.02000427246094,266.45074462890625,64.11036682128906,176.19000244140625,138.8631134033203,156.72088623046875
2024-05-30,190.18373107910156,410.83953857421875,464.99456787109375,110.44979095458984,170.9310760498047,193.87789916992188,179.32000732421875,268.8688659667969,64.08074951171875,178.7899932861328,139.67066955566406,157.6225128173828
2024-05-31,191.13818359375,411.2953186035156,464.7755126953125,109.58319854736328,171.31838989257812,197.08766174316406,176.44000244140625,270.01849365234375,64.93989562988281,178.0800018310547,141.00697326660156,159.5227508544922
2024-06-03,192.9078826904297,409.7001953125,475.3885803222656,114.94775390625,171.9838104248047,196.2998046875,178.33999633789062,267.9571533203125,64.9991455078125,176.2899932861328,142.0356903076172,159.62939453125
2024-06-04,193.2260284423828,412.2266540527344,474.89080810546875,116.38410949707031,172.59954833984375,193.71255493164062,179.33999633789062,269.9788513183594,65.76942443847656,174.77000427246094,142.09335327148438,161.9174346923828
2024-06-05,194.7372283935547,420.09326171875,492.8812561035156,122.38438415527344,174.2084503173828,191.864501953125,181.27999877929688,272.0401916503906,66.25330352783203,175.0,140.33401489257812,160.98670959472656
2024-06-06,193.3552703857422,420.5985412597656,491.5870666503906,120.94304656982422,175.5194091796875,191.5240936279297,185.0,274.55743408203125,66.31256103515625,177.94000244140625,140.7666473388672,163.33291625976562
2024-06-07,195.75135803222656,419.9347839355469,490.7905578613281,120.83309173583984,173.26498413085938,194.48094177246094,184.3000030517578,276.1728820800781,65.05839538574219,177.47999572753906,141.40115356445312,161.96591186523438
2024-06-10,192.0031280517578,423.9176025390625,500.3880920410156,121.73468017578125,174.0106658935547,194.15023803710938,187.05999755859375,272.57537841796875,66.12492370605469,173.7899932861328,141.44923400878906,162.24705505371094
2024-06-11,205.95199584960938,428.68316650390625,505.2366638183594,120.86500549316406,175.6114959716797,189.04383850097656,187.22999572753906,272.20867919921875,65.89779663085938,170.66000366210938,141.093505859375,162.37310791015625
2024-06-12,211.8377685546875,436.9857482910156,506.60064697265625,125.15340423583984,176.77481079101562,186.29122924804688,186.88999938964844,267.8976745605469,65.4830322265625,177.2899932861328,139.795654296875,160.14321899414062
